e1,e2
1.1891926369168968,1.8571193051960637
1.877052194388752,1.2756232074646148
1.0421519520760125,1.3884609854864718
1.0587795857258304,1.3779466159235094
1.0618829615581875,1.382224918597541
1.04169093670269,1.3753393666083655
1.0540986723241699,1.4188937158697918
1.066552525809719,1.4146472159478232
1.0767172405572343,1.3956209468611487
1.0414840942990502,1.4014093035108215
1.0563051692271228,1.4276744893404234
1.0137700804463823,1.4119763663127154
1.0290030642057646,1.4027506063407378
1.0632761529794776,1.4068180189523098
1.032670635002473,1.4395865958626095
1.0542101286614898,1.4187698126098234
1.0533872274643619,1.4132050941714973
1.0292892348017566,1.415885495282661
1.0219900508263624,1.40867754752125
1.0277723851823723,1.4198940453206585
1.0537321178862489,1.4470113639279254
1.0582296248250387,1.4317185632707177
1.0263983844327846,1.4110746252663928
1.0403929602130075,1.4472325392872727
1.0583786509273803,1.4601977726816913
1.0424865642041372,1.4213800624729571
1.0396599056905254,1.4403976070573923
1.047730859877602,1.441397083988761
1.029316845121591,1.4483096713238361
1.0389882738127472,1.4446510236221979
1.0464299901491052,1.4579997528523236
1.0556967353478146,1.441975345393461
1.0769150809032837,1.4757613255028057
1.0423520416210335,1.4608825368297966
1.0935673900709124,1.4661917490692102
1.0428970730570863,1.4360836965396802
1.064579658957432,1.507059602584114
1.0668621735199544,1.4901337791968223
1.0644277533267283,1.47859738160206
1.0684112253357028,1.4963864516573797
1.0499307469512886,1.502542167533622
1.0591724379331287,1.4574561871801561
1.050700992075383,1.5048038838332272
1.0841330761107804,1.5031787375200518
1.107704284834963,1.5414593245099801
1.0828319984342942,1.5513589912994774
1.0676831182926472,1.5237169659573186
1.0501195568137598,1.5279594728104877
1.0863992006059977,1.5655925260260346
1.024268281469033,1.5380505969231986
1.0831185269867456,1.5080399168141512
1.0634231324533507,1.5432970676125368
1.0786304606294694,1.5462800150975065
1.0751235694990946,1.5722001032886888
1.0860085461625597,1.554780390217612
1.0821884878048313,1.5806992714755048
1.0707489383956943,1.6120167646216903
1.1018996074351113,1.5894033931716915
1.1125565717323616,1.6064924647725531
1.1015234745625497,1.6085596486560414
1.0704143614891377,1.6204466424493544
1.0760452676780812,1.6438439964366938
1.0741886915134644,1.6444540857838508
1.1100476844700087,1.6388697330749813
1.1139393787358611,1.6312896705845148
1.0813600491615907,1.6195799467170264
1.1154340816086956,1.6429502843606474
1.0668438848131823,1.6428105997411246
1.081657573578126,1.6769586176314308
1.101475131061132,1.6794364671946265
1.1183362596127742,1.702815584830337
1.1225624989030532,1.7031002958351114
1.1543224443087572,1.728713289823482
1.121598795680684,1.760838491055639
1.1317798231873208,1.745558032686745
1.1516175839405323,1.7431574561926577
1.1274187356646843,1.7676667082427717
1.1604916142057766,1.7764628552011623
1.1223542883904631,1.7587163324923394
1.1500955239328445,1.7461669421205344
1.1584827709114112,1.765089505601265
1.1491922058642132,1.786834986019141
1.1517223156853893,1.776633215920308
1.154412216094906,1.7668591097455335
1.1502393148627088,1.7315208307884935
1.1708002567759468,1.7825188605114834
1.1521495095311804,1.7840088939460625
1.1480611505714164,1.816822813480365
1.1665280605419683,1.7964678997091672
1.1665388680312399,1.8052198310833396
1.1624233479536399,1.8092036389102204
1.1571758965684686,1.8533988821742544
1.1765965671892007,1.875256722970641
1.189066208943089,1.8734891343995708
1.180337921801745,1.823304205546431
