e1,e2
0, 100
100, 0
25.123290721663114, 95.57068792247821
28.266930808047356, 91.50489500360771
25.83933670256995, 88.06917071721956
20.53678617149113, 87.313560062779
24.020813504628958, 72.73246528659693
15.2708634936393, 75.89179615031217
14.908867281152354, 67.63079986945802
11.58921472276176, 57.995127030609474
14.904306325073577, 61.5657192501806
13.446054408341464, 60.964640662335405
16.65275913763452, 60.678203631699
12.711822944358616, 57.333343269078405
9.19949270914369, 58.651815276099065
16.141721970975805, 55.448441775198056
13.132788701121939, 57.81814165434803
13.98832832679019, 49.98574355536438
12.944820060117033, 50.71268958788144
14.270669879514276, 57.55116491470354
14.224881970948815, 55.02118069054307
15.786952177363874, 55.35340629572155
25.43769275994083, 57.82934451290717
27.87605935565346, 57.482038337719935
33.670171854632805, 56.43258342902049
38.495905752081825, 52.683840419987746
46.34175624496286, 57.658422252232604
47.16584404271725, 58.146663296427796
54.904881307360355, 63.50196379210269
50.78519039458885, 61.3311878759162
56.21484955298466, 62.699129855852185
47.36770457987533, 57.79811942530514
53.174619110128766, 61.46817566786843
53.383139578233944, 62.31822256402512
60.318296825466874, 58.226104324050155
55.10092561351443, 58.062827016749296
56.418282123984405, 61.85458695750682
55.27615702892377, 62.303466244754276
54.37698322956626, 61.285401636618744
48.13626917979207, 59.264602230773704
52.83942112741371, 56.08555686674854
49.3205773654596, 49.83769076177893
49.12891670201063, 53.35941153410891
48.55179061732183, 47.318823785049425
52.81898883982287, 43.41862807003954
47.545037589962305, 34.86833133426709
46.482551199364174, 41.291655656120454
47.34316433655555, 31.444632509550487
52.55613492800587, 35.04783641335527
51.75287615053596, 33.64955628535488
46.56370694675167, 28.635658521150596
45.79883869530904, 32.810903224007625
45.79366234635871, 38.31175846853216
46.130177126971354, 36.65027604448004
45.629291744121076, 32.37444860592903
46.23780850790784, 36.76833398000332
46.73376097654263, 29.302166845233387
42.77636943662317, 39.903966004977015
50.293497890838076, 29.761383073926154
53.17762000947017, 31.549821986025158
49.066941456703354, 31.9362576761891
53.47763775739503, 33.8649785736974
63.49666309906161, 35.914249298002076
56.25159904741096, 36.23711605228679
51.817232219699925, 34.75671068320957
56.571171751607146, 37.80661361229967
61.86103085467346, 31.456111080265895
61.18663059765179, 27.606886946517715
71.23927123516788, 37.02076062223648
64.4307710086705, 31.962095980224976
66.02328140590676, 34.53837101058803
68.22210747705034, 31.169234596663525
69.26974042032825, 31.867605011193298
65.17497294096702, 29.929939706506083
74.94838420515036, 21.50047812283024
69.0645587845701, 18.154305059669184
68.39545251597681, 7.8257692240904895
