e1,e2
0, 100
100, 0
7.051271963496777, 7.09398885971878
6.2619555739777235, 7.663974013180732
9.416339216010618, 10.197738577651005
12.084916564540581, 12.8198124075451
15.803079801507758, 16.330391645802656
21.747357750139134, 21.39675683637381
27.61915541855322, 27.151736671299748
35.68912967672331, 33.537640125705934
44.90495972214966, 42.348572541195786
52.27860846277984, 50.27859779570705
61.68424996858322, 60.41014224881053
64.82086606704489, 64.87910994543547
66.35249932481192, 66.99927737396013
23.659039121685606, 10.147427645596593
27.596777810624783, 24.594146598375588
25.972187033298933, 30.9253757959506
42.215959628314806, 35.60510120070238
41.50478423352197, 38.21278855301975
49.99622664374321, 49.04882636803875
51.16680384480502, 55.229807190743635
56.9184482015037, 64.97167817464832
66.79328711578691, 73.69502524632179
73.09046533975878, 74.49220152805984
75.73327683041087, 81.23440031104604
74.6142904321311, 83.7961289087223
76.893992297618, 71.03484388176089
81.10840505071765, 85.44562109630091
81.0147664496421, 85.89907077522325
80.81303964466893, 86.23962012934784
80.58484420058784, 88.41160159999602
83.6683224182493, 88.35067235527082
81.91923222973298, 92.20653803665667
85.70694033264655, 94.53700978018708
89.20804704571914, 100.37048440442973
88.8655559945909, 104.95527181424282
82.0835900178787, 93.65162691280017
76.36661847905978, 85.05197417183467
68.99897299498349, 76.32813022993541
66.04839352291955, 66.73185996144127
61.79833978162274, 59.39545807914736
58.48935240001999, 56.91526290219609
58.48181485545984, 53.61137822649218
54.091894853804234, 49.25280564262997
