e1,e2
0, 100
100, 0
13.938209725513602, 33.29249729100768
23.077202882402474, 35.5684596584242
22.50327148532903, 32.10274111790905
14.842654939141278, 38.92202902911768
11.161921536509848, 30.699111044219734
20.542199901152557, 32.762664810531135
17.07336220322116, 32.14125312735354
25.671497252262082, 34.47948547628921
16.58601363288261, 36.624082642259616
22.405376047529046, 38.37941720337449
23.103536808518072, 38.74126204794557
17.27678098275158, 35.19193893269335
18.006360398731413, 35.7539806121698
20.5614659897181, 30.333402633806813
21.456870730275057, 36.757571060793204
18.29049109319243, 34.82532824446217
24.462733819008754, 35.01357625075701
21.445894765929772, 33.960253045366855
17.06458016985632, 36.83268441391363
23.054940743884732, 34.659852022233935
22.23773469687735, 34.96024548102859
15.40440104899739, 29.369250269001228
17.235347036695643, 35.51962342040581
11.714425620893328, 38.984681763375875
18.67648018944365, 32.03104704974707
17.929671484529745, 39.37149780137445
18.369345115234395, 38.27468787064855
20.7827104251281, 35.85950716732229
16.41065326320834, 31.867650555922424
13.003872299330373, 32.70187804260797
16.282111875492568, 33.058408755380356
17.570377705240656, 30.427203602097336
15.973156418006969, 30.194522212294288
18.121344904453657, 35.67289938012942
18.259813901095796, 30.753104302493085
26.013603006852577, 30.9249535532293
18.341874989135732, 29.290138207270473
19.58963465933621, 28.57461994445616
17.76418741125604, 32.15157937686219
17.103204339898028, 30.184284798449113
16.058229613018657, 35.612019726533845
23.233230871745036, 36.69947994500219
22.081387892997192, 35.495852639921566
24.96231422137358, 39.2002915091363
22.752888734751547, 32.93867495704103
14.589620149073212, 33.7987855179162
21.164028721246467, 34.5065184859195
21.762623195541035, 33.869454387490066
21.34616131164315, 34.95815844479523
17.11654698755943, 41.48133959466661
14.040652128892665, 36.13863124411631
14.599349918335042, 27.648353278131992
18.950911409850683, 35.21506507689047
16.659120914621624, 31.953860111009206
15.268926642524042, 35.57930029962293
17.866343055546885, 27.397242558180196
14.26959286066458, 28.45825675922255
17.37422699843434, 33.885974448781084
12.305436610570737, 26.06224675275591
17.591555341475413, 31.356736893967323
15.938463703380311, 31.68216058531837
20.940437997594398, 29.35403499710381
19.516198812386648, 35.80151702926052
14.475577153271564, 24.62892606221503
22.226453729760426, 28.625609181769534
19.85213813729074, 27.36301307597398
15.85133560158226, 31.625703802812566
13.934342251879217, 35.499946146174636
28.791196624867748, 33.46036048074599
21.5489980089344, 33.86517203873797
16.242206358986945, 40.19207207576183
18.053252523425595, 35.778478445607746
20.094300957416515, 37.39085199262728
15.40368386806944, 36.10695350254463
15.371188804018962, 36.70213387526696
15.743326196467882, 34.99842644254774
20.37434799470293, 35.107666639384576
10.038559901833475, 36.52346291628803
23.531467141067253, 35.75496597891332
12.32984158266268, 30.240570776673422
69.06766834758831, 58.32900454628885
73.63358677034584, 55.4228317771297
75.1720327797518, 55.73483905526046
69.08739862072157, 55.35149549241689
68.7557612324357, 56.71867778713566
64.04688889708878, 54.178939445764804
69.78751210566021, 54.048303223973
67.81567996828811, 49.224296486701725
70.30703824231917, 53.85854771290598
65.1961267760928, 47.977218904057196
72.76662772587868, 49.75236098859457
62.2575520584082, 50.930870010433416
69.69494735533252, 42.96392279847063
71.31827938664182, 46.70995416932594
67.4478577503205, 39.60176927534103
69.82214845543191, 46.55189654402454
73.88565357632007, 42.9277632291594
77.29064349934575, 47.166902473718835
74.8716909339814, 38.47480218481057
77.28821670613004, 44.87269661415129
77.97009591180527, 40.37175316412551
79.93049487597084, 45.18064518229081
81.23139061024752, 40.57481887420303
81.14283612946632, 47.88563905865184
76.8826875843909, 43.92481438458354
75.9502274854675, 44.84774232791962
73.9156748652682, 50.50506488010722
74.12563040604553, 51.59871298547251
82.03816657309758, 52.66800949633662
78.65203167931813, 49.562410764532025
82.61639462908838, 50.114337357074895
77.12447526848551, 54.581934716276876
77.16925406091183, 59.176767240022905
71.80692842894113, 53.692872309199686
76.88163200426227, 55.238574754016085
67.80916484600134, 59.047543409229434
68.64867428190453, 56.56669149356655
66.46921928218842, 58.591770668842784
64.55720265971463, 61.42516725455212
70.81574092610698, 58.862905291346934
63.139699257255984, 63.93824959950473
63.471200697556434, 63.8680699596045
62.04505529236676, 60.30036390858073
64.4298959240908, 51.27359292180595
54.86920484776642, 52.42000060438617
55.112998815436804, 54.64470034798463
56.77480276943003, 54.00222547645514
63.57355740103926, 43.64954132437311
59.896348023134465, 44.639060982155755
59.29253334558001, 45.19911337424036
54.712679078161024, 45.32134389849666
64.57569603466771, 38.568556897467474
64.56375339541901, 43.01792961160548
57.248165949678665, 49.41755044326861
61.17603464430421, 45.386654573491946
60.628869753257554, 36.22939974908669
62.532974572830454, 38.63401068801144
66.15218574332273, 41.90448243324931
71.30965437114678, 36.34368299426726
70.31927535517089, 35.94866893863351
68.72330806151861, 37.48754768924649
74.29586717147777, 36.55346415050394
77.01589064667041, 48.81165089761116
82.76610741442217, 42.88294519019827
73.70364267659055, 35.734220871491395
77.47114445709381, 37.41448098800685
82.38354027890821, 42.504343876031136
80.40735943252547, 40.813031360304194
86.31196686114143, 37.01927312248398
79.68103401819324, 39.908268154660476
85.2920170372274, 46.380949252444616
82.87613446773477, 36.943443842625314
81.61999976460629, 44.11660898079984
84.07319575512949, 45.33830639183537
91.29586291227538, 47.175887217829825
89.14945356940167, 41.84257311138005
80.85562815952699, 47.494098231831586
82.33837278279366, 49.24594945611686
87.1066290108517, 51.94368001529832
81.84385644963221, 51.76413582304621
87.84912614747722, 51.35539326456964
91.30119099006205, 59.348810995392235
89.42530509094088, 48.114226892909144
89.09655770616837, 53.08440307726346
84.06568618581878, 56.63173352914558
80.54591453471538, 55.900978775408404
83.86900285489033, 56.99896710979422
78.31275871553312, 56.86397480899256
84.35170150513785, 59.400812731425134
81.42601947302775, 62.05356329665799
75.71573211077343, 63.04983201833241
74.59730714361511, 59.21414781531426
72.70857068129695, 59.80509158124356
68.33886814742056, 62.36543230830816
72.9974771568811, 60.61211631738219
63.44240625693525, 56.41269037837331
68.23380111610555, 56.824873252901725
67.42501334275356, 58.184895944940905
68.95255749145296, 53.45491161776556
58.59071538482627, 50.51147881268266
57.691508842862355, 59.2609725762183
57.195796221446926, 53.47334158224495
63.69802297965689, 49.86962415473947
59.35470559150476, 48.711090906831906
60.20160195405392, 49.680237386817964
58.50977021490535, 50.55464604588396
57.01585996453469, 43.069684497531114
58.486269636502165, 44.080846027455145
60.21511974916191, 43.27953281175381
60.915069507760585, 40.91809077417238
59.28054663985361, 35.17347902222617
63.001838775627625, 42.22693982707676
66.09827317809524, 34.65428838935564
71.15683103450108, 33.53180432564073
61.61824028883317, 38.23766218200373
68.0252805541013, 31.42106858042446
65.34662640865797, 38.03352851630814
69.88833749654337, 36.78458609101005
66.03273346014937, 34.346958085463775
70.8243070501643, 30.013017199709346
71.77502013582259, 34.924551752398656
74.47474455656902, 31.17119699403992
82.84338918804607, 37.72782893876227
71.07788717264124, 41.23880127426984
79.92407129446032, 33.23458017395543
81.9653304505807, 40.64739037686203
77.91169684383209, 33.60634377826743
82.88022586476463, 46.11342401723967
85.93208458511083, 41.750739991611454
79.2548800998281, 46.31486798841504
80.48235987033871, 44.503819709368706
87.27136259755116, 47.91595838088956
85.7110009355704, 47.00524992005702
82.82235362233855, 47.338519492752624
84.75436714999243, 42.20055148183317
84.15374581732605, 49.771221701534515
83.3304332078184, 52.781256980455495
82.60289262659101, 53.070067505169035
79.54677609775662, 53.636949055505674
80.49852136495323, 57.817471499955026
86.26692135893002, 58.30733806654701
83.71388990166368, 55.67384878148314
85.77507992302964, 58.7282655636605
78.66237560639694, 55.767737959564684
83.52254552659751, 64.78685238265457
78.24128719962728, 69.27226374429073
77.16561726452883, 61.362306539040524
80.82136260047174, 60.60188121064886
78.67733563622426, 61.110551390193585
73.21686099971431, 61.93611424844467
75.76052494856451, 65.23805382061188
70.48106798454832, 65.17936239565148
72.11087186228065, 60.73829962425726
70.30832497705424, 62.2599070066458
62.18205913774277, 59.35986420509279
63.70751702161042, 58.52458119773009
62.972568570818034, 56.19282653168623
62.04262285458974, 55.87138848812704
60.50520958915724, 61.65238795136793
64.26576852222641, 57.095556480506815
54.31493065547053, 52.3149427935301
63.75286281647356, 55.39100270888777
58.98063553957622, 51.92653364940102
61.405496659562154, 47.689483709850904
54.447791028068565, 47.0252368806137
62.89807853055006, 45.47927545210117
64.11054722545973, 44.12238048248687
61.553096178770026, 47.64854415806884
71.6029539503893, 66.47040905132161
66.09413554556212, 65.12598730754223
61.92515528540034, 70.96690007055105
63.37261585003318, 65.34607393421406
58.96562870552115, 53.58690239055655
